Card Name,Card Code,Copies Possessed (out of 3),Class,Traits,Card Type,Card Cost,Attack,Defense,Artist,Promo Obtain Source (if PR in code),Art URL
Briared Vampire,BP14-079EN,0,Abysscraft,Vampire,Follower / Evolved,-,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-079EN.png
Room Service Demon,BP14-080EN,0,Abysscraft,Festive|Demon,Follower,4,4,4,netuki,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-080EN.png
Undying Resolve,BP14-081EN,0,Abysscraft,Festive|Departed,Spell,2,-,-,HSN,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-081EN.png
Silvernail Markswoman,BP14-082EN,0,Abysscraft,Vampire|Cutthroat,Follower,2,3,2,Enarain,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-082EN.png
Silvernail Markswoman,BP14-083EN,0,Abysscraft,Vampire|Cutthroat,Follower / Evolved,-,5,4,Enarain,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-083EN.png
Parkour Werewolf,BP14-084EN,0,Abysscraft,Demon|Beast,Follower,4,4,4,matabi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-084EN.png
Bat Usher,BP14-085EN,0,Abysscraft,Festive|Demon|Beast,Follower,1,2,2,matabi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-085EN.png
Creeping Malice,BP14-086EN,0,Abysscraft,Demon,Spell,2,-,-,Hisanobu Kometani,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-086EN.png
Full Moon Leap,BP14-087EN,0,Abysscraft,Demon|Beast,Spell,1,-,-,Kouta Nagamori,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-087EN.png
All-Feeling Divine,BP14-088EN,0,Havencraft,Festive|Zealot|Eidolon,Follower,4,3,3,Xui Ton,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-088EN.png
All-Feeling Divine,BP14-089EN,0,Havencraft,Festive|Zealot|Eidolon,Follower / Evolved,-,4,4,Xui Ton,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-089EN.png
"Shion, Immortal Aegis",BP14-090EN,0,Havencraft,Faith|Supreme,Follower,6,3,7,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-090EN.png
Nekhbet,BP14-091EN,0,Havencraft,Faith|Avian,Follower,3,2,2,ezusuke,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-091EN.png
Nekhbet,BP14-092EN,0,Havencraft,Faith|Avian,Follower / Evolved,-,3,3,ezusuke,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-092EN.png
Impious Bishop,BP14-093EN,0,Havencraft,Zealot,Follower,4,2,4,Usugumo Nezu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-093EN.png
Chamber of Cleansing,BP14-094EN,0,Havencraft,Festive|Zealot,Amulet,1,-,-,SEMSEI,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-094EN.png
Winged Gatekeeper,BP14-095EN,0,Havencraft,Festive|Zealot|Avian,Follower,2,2,2,HagiOs,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-095EN.png
Winged Gatekeeper,BP14-096EN,0,Havencraft,Festive|Zealot|Avian,Follower / Evolved,-,3,3,HagiOs,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-096EN.png
Boomerang Sister,BP14-097EN,0,Havencraft,Faith,Follower,3,4,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-097EN.png
Spiritual Blow,BP14-098EN,0,Havencraft,Faith,Spell,3,-,-,HagiOs,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-098EN.png
Twinblade Featherfolk,BP14-099EN,0,Havencraft,Avian,Follower,4,3,3,okojo,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-099EN.png
Twinblade Featherfolk,BP14-100EN,0,Havencraft,Avian,Follower / Evolved,-,4,4,okojo,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-100EN.png
Fox of Fortune,BP14-101EN,0,Havencraft,Festive|Zealot|Beast,Follower,2,2,3,Issei Murakami,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-101EN.png
Pegasus Knight,BP14-102EN,0,Havencraft,Faith|Beast,Follower,4,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-102EN.png
Al-mi'raj Defender,BP14-103EN,0,Havencraft,Faith|Beast,Follower,5,4,4,Isuka Harada,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-103EN.png
White Eagle Baptism,BP14-104EN,0,Havencraft,Faith|Eidolon|Avian,Amulet,6,-,-,Tatsuyaki,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-104EN.png
Magna Saber,BP14-105EN,0,Neutral,Festive|Machina|Supreme|Magna,Follower,5,4,4,Nadare,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-105EN.png
Magna Saber,BP14-106EN,0,Neutral,Festive|Machina|Supreme|Magna,Follower / Evolved,-,5,5,Nadare,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-106EN.png
"Flame and Glass, Duality",BP14-107EN,0,Neutral,Deity|Archfiend,Follower,6,7,7,ko-yahu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-107EN.png
Glistering Angel,BP14-108EN,0,Neutral,Angel,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-108EN.png
Glistering Angel,BP14-109EN,0,Neutral,Angel,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-109EN.png
Angel's Blessing,BP14-110EN,0,Neutral,Angel,Spell,3,-,-,Nijihara,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-110EN.png
Magna Transformation,BP14-111EN,0,Neutral,Festive|Machina|Supreme|Magna,Amulet,1,-,-,SEMSEI,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-111EN.png
Gunslinger Automaton,BP14-112EN,0,Neutral,Mercenary|Supreme,Follower,3,2,2,oyume,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-112EN.png
Gunslinger Automaton,BP14-113EN,0,Neutral,Mercenary|Supreme,Follower / Evolved,-,3,3,oyume,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-113EN.png
Ogre Weaponmaster,BP14-114EN,0,Neutral,Gigant,Follower,6,6,6,hatozake,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-114EN.png
Stay in Paradise,BP14-115EN,0,Neutral,Festive,Spell,1,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-115EN.png
Brave Goblin,BP14-116EN,0,Neutral,Goblinoid,Follower,2,2,2,Tricky Agura,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-116EN.png
Brave Goblin,BP14-117EN,0,Neutral,Goblinoid,Follower / Evolved,-,3,3,Tricky Agura,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-117EN.png
Torchbearing Guide,BP14-118EN,0,Neutral,Festive|Mercenary,Follower,2,2,3,HagiOs,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-118EN.png
Goblin Assault,BP14-119EN,0,Neutral,Goblinoid,Spell,2,-,-,Tricky Agura,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-119EN.png
Illusions of Comfort,BP14-P01EN,0,Forestcraft,Festive|Beast,Spell,2,-,-,77gl,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P01EN.png
Elven Waitress,BP14-P02EN,0,Forestcraft,Festive|Elf,Follower,2,2,2,Ryohei,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P02EN.png
Elven Waitress,BP14-P03EN,0,Forestcraft,Festive|Elf,Follower / Evolved,-,3,3,Ryohei,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P03EN.png
Fairylight Guide,BP14-P04EN,0,Forestcraft,Festive|Pixie,Follower,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P04EN.png
"Jiemon, Thief Lord",BP14-P05EN,0,Swordcraft,Festive|Commander|Thief,Follower,4,3,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P05EN.png
"Jiemon, Thief Lord",BP14-P06EN,0,Swordcraft,Festive|Commander|Thief,Follower / Evolved,-,4,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P06EN.png
Front Desk Frog,BP14-P07EN,0,Swordcraft,Festive|Thief|Beast,Follower,2,2,2,Hisanobu Kometani,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P07EN.png
Front Desk Frog,BP14-P08EN,0,Swordcraft,Festive|Thief|Beast,Follower / Evolved,-,3,3,Hisanobu Kometani,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P08EN.png
Story of a Lifetime,BP14-P09EN,0,Runecraft,Festive|Mage|Forbidden,Spell,3,-,-,AOGIRI,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P09EN.png
Orchestral Mage,BP14-P10EN,0,Runecraft,Festive|Mage|Forbidden,Follower,3,3,3,Rwael,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P10EN.png
Orchestral Mage,BP14-P11EN,0,Runecraft,Festive|Mage|Forbidden,Follower / Evolved,-,4,4,Rwael,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P11EN.png
Owl Receptionist,BP14-P12EN,0,Runecraft,Festive|Arcanaform|Forbidden,Follower,3,1,1,Isuka Harada,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P12EN.png
Soothing Dragonspring,BP14-P13EN,0,Dragoncraft,Festive|Wyrmkin,Amulet,3,-,-,YOSHIHARA,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P13EN.png
Dragonfolk Stoker,BP14-P14EN,0,Dragoncraft,Festive|Dragonewt,Follower,2,2,2,monokuro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P14EN.png
Dragonfolk Stoker,BP14-P15EN,0,Dragoncraft,Festive|Dragonewt,Follower / Evolved,-,3,3,monokuro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P15EN.png
Dragon-Drawn Carriage,BP14-P16EN,0,Dragoncraft,Festive|Wyrmkin,Follower,2,2,3,NASARU,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P16EN.png
Briared Vampire,BP14-P17EN,0,Abysscraft,Vampire,Follower,1,1,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P17EN.png
Briared Vampire,BP14-P18EN,0,Abysscraft,Vampire,Follower / Evolved,-,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P18EN.png
Room Service Demon,BP14-P19EN,0,Abysscraft,Festive|Demon,Follower,4,4,4,netuki,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P19EN.png
Bat Usher,BP14-P20EN,0,Abysscraft,Festive|Demon|Beast,Follower,1,2,2,matabi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P20EN.png
Nekhbet,BP14-P21EN,0,Havencraft,Faith|Avian,Follower,3,2,2,ezusuke,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P21EN.png
Nekhbet,BP14-P22EN,0,Havencraft,Faith|Avian,Follower / Evolved,-,3,3,ezusuke,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P22EN.png
Fox of Fortune,BP14-P23EN,0,Havencraft,Festive|Zealot|Beast,Follower,2,2,3,Issei Murakami,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P23EN.png
Pegasus Knight,BP14-P24EN,0,Havencraft,Faith|Beast,Follower,4,4,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P24EN.png
Magna Transformation,BP14-P25EN,0,Neutral,Festive|Machina|Supreme|Magna,Amulet,1,-,-,SEMSEI,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P25EN.png
Brave Goblin,BP14-P26EN,0,Neutral,Goblinoid,Follower,2,2,2,Tricky Agura,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P26EN.png
Brave Goblin,BP14-P27EN,0,Neutral,Goblinoid,Follower / Evolved,-,3,3,Tricky Agura,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P27EN.png
Torchbearing Guide,BP14-P28EN,0,Neutral,Festive|Mercenary,Follower,2,2,3,HagiOs,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P28EN.png
Sootspawn,BP14-P29EN,0,Swordcraft,Festive,Follower / Token,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P29EN.png
Flame General's Regalia,BP14-P30EN,0,Swordcraft,Commander|Celestial,Amulet / Token,3,-,-,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P30EN.png
Tidal Tyranny,BP14-P31EN,0,Dragoncraft,Festive|Dragonewt,Spell / Token,2,-,-,ShuLa,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P31EN.png
Wolfling's Struggle,BP14-P32EN,0,Abysscraft,Festive|Demon|Beast,Spell / Token,0,-,-,Mikeboshi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P32EN.png
Mercurial Might,BP14-P33EN,0,Havencraft,Faith|Supreme,Spell / Token,1,-,-,ko-yahu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-P33EN.png
"Hozumi, Enchanting Hostess",BP14-SL01EN,0,Forestcraft,Festive|Beast,Follower,3,2,2,N.A,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL01EN.png
"Hozumi, Enchanting Hostess",BP14-SL02EN,0,Forestcraft,Festive|Beast,Follower / Evolved,-,3,3,N.A,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL02EN.png
"Levon, Scentbound Sword",BP14-SL03EN,0,Forestcraft,Hunter,Follower,5,4,4,LM7,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL03EN.png
"Taketsumi, Aconite Paladin",BP14-SL04EN,0,Swordcraft,Festive|Commander,Follower,2,2,3,ell,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL04EN.png
"Taketsumi, Creator of Paradise",BP14-SL05EN,0,Swordcraft,Festive|Commander,Follower / Advanced,4,5,6,ell,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL05EN.png
"Mars, Belligerent Flame",BP14-SL06EN,0,Swordcraft,Commander|Celestial,Follower,3,2,3,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL06EN.png
"Mars, Belligerent Flame",BP14-SL07EN,0,Swordcraft,Commander|Celestial,Follower / Evolved,-,3,4,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL07EN.png
"Yukishima, Master Biographer",BP14-SL08EN,0,Runecraft,Festive|Mage|Forbidden,Follower,4,3,5,liiko,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL08EN.png
"Riley, Astral Shaman",BP14-SL09EN,0,Runecraft,Mage,Follower,2,2,2,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL09EN.png
"Riley, Astral Shaman",BP14-SL10EN,0,Runecraft,Mage,Follower / Evolved,-,3,3,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL10EN.png
"Si Long, Draconic God-Queen",BP14-SL11EN,0,Dragoncraft,Festive|Dragonewt,Follower,3,3,3,ShuLa,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL11EN.png
"Si Long, Draconic God-Queen",BP14-SL12EN,0,Dragoncraft,Festive|Dragonewt,Follower / Evolved,-,4,4,ShuLa,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL12EN.png
Sacred Springs Dragon,BP14-SL13EN,0,Dragoncraft,Festive|Wyrmkin,Follower,5,5,5,Nejita,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL13EN.png
"Itsurugi, Eager Admirer",BP14-SL14EN,0,Abysscraft,Festive|Demon|Beast,Follower,2,3,2,Mikeboshi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL14EN.png
"Itsurugi, Paradise's End",BP14-SL15EN,0,Abysscraft,Festive|Demon|Beast,Follower / Advanced,4,6,5,Mikeboshi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL15EN.png
"Paracelise, Demon of Greed",BP14-SL16EN,0,Abysscraft,Festive|Demon,Follower,3,3,3,Nijihara,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL16EN.png
"Paracelise, Demon of Greed",BP14-SL17EN,0,Abysscraft,Festive|Demon,Follower / Evolved,-,4,4,Nijihara,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL17EN.png
All-Feeling Divine,BP14-SL18EN,0,Havencraft,Festive|Zealot|Eidolon,Follower,4,3,3,Xui Ton,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL18EN.png
All-Feeling Divine,BP14-SL19EN,0,Havencraft,Festive|Zealot|Eidolon,Follower / Evolved,-,4,4,Xui Ton,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL19EN.png
"Shion, Immortal Aegis",BP14-SL20EN,0,Havencraft,Faith|Supreme,Follower,6,3,7,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL20EN.png
Magna Saber,BP14-SL21EN,0,Neutral,Festive|Machina|Supreme|Magna,Follower,5,4,4,Nadare,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL21EN.png
Magna Saber,BP14-SL22EN,0,Neutral,Festive|Machina|Supreme|Magna,Follower / Evolved,-,5,5,Nadare,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL22EN.png
"Flame and Glass, Duality",BP14-SL23EN,0,Neutral,Deity|Archfiend,Follower,6,7,7,ko-yahu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SL23EN.png
Merlin,BP14-SP01EN,0,Runecraft,Mage,Follower,3,3,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SP01EN.png
"Paracelise, Demon of Greed",BP14-SP02EN,0,Abysscraft,Festive|Demon,Follower / Evolved,-,4,4,HSN,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-SP02EN.png
Sootspawn,BP14-T01EN,0,Swordcraft,Festive,Follower / Token,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-T01EN.png
Glittering Gold,BP14-T02EN,0,Swordcraft,Festive|Thief|Loot,Spell / Token,0,-,-,AOGIRI,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-T02EN.png
Flame General's Regalia,BP14-T03EN,0,Swordcraft,Commander|Celestial,Amulet / Token,3,-,-,irua,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-T03EN.png
Tidal Tyranny,BP14-T04EN,0,Dragoncraft,Festive|Dragonewt,Spell / Token,2,-,-,ShuLa,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-T04EN.png
Wolfling's Struggle,BP14-T05EN,0,Abysscraft,Festive|Demon|Beast,Spell / Token,0,-,-,Mikeboshi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-T05EN.png
Fox of Invitation,BP14-T06EN,0,Havencraft,Festive|Zealot|Beast,Follower / Token,1,0,1,Tricky Agura,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-T06EN.png
Mercurial Might,BP14-T07EN,0,Havencraft,Faith|Supreme,Spell / Token,1,-,-,ko-yahu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-T07EN.png
Puppet,BP14-T08EN,0,Neutral,Puppetry,Follower / Token,1,1,1,Kazashino,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-T08EN.png
Ancient Artifact,BP14-T09EN,0,Neutral,Supreme,Follower / Token,1,3,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-T09EN.png
"Levon, Scentbound Sword",BP14-U01EN,0,Forestcraft,Hunter,Follower,5,4,4,Rwael,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-U01EN.png
"Mars, Belligerent Flame",BP14-U02EN,0,Swordcraft,Commander|Celestial,Follower / Evolved,-,3,4,conoco,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-U02EN.png
"Yukishima, Master Biographer",BP14-U03EN,0,Runecraft,Festive|Mage|Forbidden,Follower,4,3,5,HSN,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-U03EN.png
"Si Long, Draconic God-Queen",BP14-U04EN,0,Dragoncraft,Festive|Dragonewt,Follower / Evolved,-,4,4,ShuLa,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-U04EN.png
Eternal Contract,BP14-U05EN,0,Abysscraft,Festive|Demon,Spell,1,-,-,Bukurote,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-U05EN.png
"Shion, Immortal Aegis",BP14-U06EN,0,Havencraft,Faith|Supreme,Follower,6,3,7,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-U06EN.png
"Flame and Glass, Duality",BP14-U07EN,0,Neutral,Deity|Archfiend,Follower,6,7,7,Hidayahman,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/BP14-U07EN.png
"Izudia, Unkilling Annihilation",BP15-001EN,0,Forestcraft,Omen|Hunter,Follower,3,3,4,Yuu Fujiki,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/BP15-001EN.png
"Amataz, Reverse Blader",BP15-002EN,0,Forestcraft,Elf|Fae-Touched,Follower,2,2,2,ell,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/BP15-002EN.png
"Amataz, Reverse Blader",BP15-003EN,0,Forestcraft,Elf|Fae-Touched,Follower / Evolved,-,3,3,ell,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/BP15-003EN.png
"Piercye, Queen of Frost",BP15-004EN,0,Forestcraft,Elf,Follower,4,3,3,77gl,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/BP15-004EN.png
"Piercye, Queen of Frost",BP15-005EN,0,Forestcraft,Elf,Follower / Evolved,-,4,4,77gl,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/BP15-005EN.png
